,reviews,ratings
8030,"My daughter LOVED IT , REALLY PRETTY COLORS , HOPE IT LADTS LONGER THAN THE SAME BRACELET ( DIFFERENT
STYLE ) THAT I RECEIVED LADT WEEK !",4
8031,Two nights and already the leds don't work do not buy this turd,1
8032,"Horrible quality, wore for 10 seconds and clasp broke!",1
8033,Good product which should be improved by the manufacturer to provide a better grip.,4
8034,Didn't work my child still ended up with headlice and we sprayed it on every morning I'm very disappointed after reading all the great reviews,2
8035,Very cute easy to use but I was expecting 5 not 1 I also would of like to chose the color and shape,4
8036,love this stuff!! My only complaint is it really does NOT cover the gray around the temples and front of face.,5
8037,I love this cleansing cream. I also bought the body cream. Love the smell.,5
8038,It works great!  I especially like it because it releases my hair easily - no getting tangled!,4
8039,Quality of tightened strap isn't that great. I wasn't impressed.,2
8040,"We bought this for our son who recently got braces, and it works great for him.  Now everyone uses it!",4
8041,It disn't work well for me and my hair felt weighed down.,1
8042,"Smells good.  Smooth, clean scent.  Not sure if I will buy it again but it is a decent powder.",4
8043,"Beautifully designed, easy to handle BUT power is severely lacking.  Would take an hour to actually dry even slightly damp short hair with this device.",3
8044,"This was the third one of these that I have bought from them.  1 at home, 1 at work and now this one for my son.",5
8045,"great buy, shouldn't open, leads to temptation of touching glowing stuff inside.",4
8046,A must have for covering roots!  I pack one in my luggage just in case!! Doesn't leave marks on upholstery.,5
8047,"Razors cut clean and close, last acceptably long time. I have purchased these before and should continue to do so.",4
8048,i have been on the phone 3 times with waterpik to figure out why it has no pressure and keep getting the run around,2
8049,I really do not have a good review for them. They smell good. That's about it!,3
8050,"Unit motor is giving out in less than 2 years - poor product!
Purchased this in Feb of 2015.",2
8051,"beautiful color , according to expectations, long-lasting and excellent texture , neutral fragrance, I loved",4
8052,Dont think these really work. Worst part is the smell really bad. Like urine.,1
8053,This does absolutely nothing.  I bought a 10$ bottle of conditioner for a 2 year old.  Very frustrated.,1
8054,"vendor was ok
delivered on time
charges were correct
... business as usual.",4
8055,They don't work in a touch make-up lamp.  I have to unplug and plug in when I want light instead of just touching the base.,2
8056,The bottles are small. That's why the 3 star. The oil is good and works well when massaging my honey.,3
8057,Great product. My husband can't say enough great things about product! Uses it every day and has seen great results!,5
8058,Very good fragrance. A good nature smell rather than just a cologne type smell. My favorite of the series.,5
8059,Great price for great oils....We have used them all and almond is the best!!,4
8060,Does what it claims. However I've since purchased the insignia breast pillow so I will not be purchasing this again anytime soon.,4
8061,Burnt my daughter. Doctor said it was a chemical burn from something in this product,1
8062,I though that this item would be an alternative to floss but based on my few of using it I could say that I am disappointed.,3
8063,I wish the company would not have included their logo as part of the tattoo..,3
8064,"They weren't the right color. They came pink instead of purple, but other then that they work fine and didn't come broken",4
8065,Best soap! I've been using it for years! Cured my eczema!,5
8066,My ordered and loves it so guess what I love it if she loves It and if Mama is happy every body is happy!!!!,5
8067,Very good pump. I have two and i have no complaints except that it Could be a little less tall.,4
8068,Amazing! It gets all the greys around my face that show too quickly in between my colorings. Love this product!,5
8069,These fit my SmartSeries brush fine but they are way too hard.  They're also really big.,2
8070,"It seems to do what it says, just like Breath Assures, but with a touch of mint!",5
8071,A fine razor. I rotate this with a Futur and a Godfather.,4
8072,"It came on time. I love  this color.

.",4
8073,after several uses it does nt heat upproperly.  would not recommend this to anyone. price was right product was not.,2
8074,Would like something a little more fine in bristles like my old hairbrushes used to be but appreciate the fact that it is free of animal cruelty.,4
8075,This product has many uses and is very high quality!,5
8076,Not a miracle oil but definitely a good sealant. Smell is very tolerable. Seconf tim ordering and will order again.,4
8077,Its a smooth cream but not enough coverage and you cannot blend in with foundation.,3
8078,"Lotion is very greasy, heavy, and takes a long time to absorb in without leaving residue on everything you touch.",2
8079,"Doesn't fit. Be very careful picking out your Braun stuff, make sure it's going fit!",2
8080,A top notch shaver for the price.  I am very happy with my purchase and would recommend it to others.,4
8081,I love the color of this lipstick but it does not stay on at all. I constantly have to reapply which is kind of annoying.,4
8082,took three weeks to get to me and the brushes are only ok.  But they hardly cost anything.,2
8083,Pleasantly surprised by the results. This formula works nicely into the skin with zero irritation and noticeable minimization of fine lines.,4
8084,"I know it was cheap but it won't stay shut, waste of money!",1
8085,Not as nice as some of the others I've used so far harder to part and hair wasn't sewn in as well,3
8086,kind of works...but you have to press hard and it leaves a temporary mark and it can cut you. and hoenstly fingers work better lol,3
8087,I like the smaller size and the discreet color of the box.  The tissue is good old Kleenex quality.,5
8088,I ordered this item in a prime pantry order and received a 2-pack of really basic Oral-B toothbrushes instead.,1
8089,"Love the color , has a shimmer to it. Stays on all day.",4
8090,"Didn't do what I wanted, which is to smush a bunch of soap remnants. Too small.",1
8091,product and packaging musty; package looked like it had already been open.  item not returnable.  regret this purchase.,2
8092,Stick great.  Wipe area with rubbing alcohol.  Wore these for up to 10 hours.,4
8093,"This unit worked well and held a charge, but after about a dozen uses the head kept falling off.  Parts are rather cheap plastic parts.",2
8094,Good blush but not quite color I was looking for but I still use it.,3
8095,I am very satisfied with this product I mixed it with my conditioner and sat under a steamer and it left my hair very soft,4
8096,"I love this pencil. It gives u very natural look.
FAST SHIPPINH! 10/10. Will order again",5
8097,Very oily and left a lot of build up. The no poo method just isn't for me.,1
8098,"I received an open, empty package without the concealer in it.",1
8099,Kind of dries out the skin and doesn't do anything to hide or improve wrinkles. I won't buy this again.,2
8100,If you need a good shaver at a good price---this is the one for you.,4
8101,if you collect owls you love this !  Very low price too. Great gift.,5
8102,"Not very good quality, good for a preteen but not adult!",2
8103,Met all expectations for quality and the product was packaged well.,4
8104,"works just as well as the coochy by pure romance, but this is cheaper.",4
8105,"I'm not really n love with it, because it sprays all over.",3
8106,"Love it, curls/straightening damp hair with one motion.  Easy to use",5
8107,It's ok for that price.  What can I expect!,4
8108,I feel like it doesn't get you 100% clean unless you wash twice and the freshness wears off sooner than with other brands,3
8109,"Foams and leaves your mouth feeling clean and fresh, not a lot of flavor but a nice rinse.  Will continue to get from subscribe and save.",4
8110,I found this product to be very effective in the removal of my body odor.,4
8111,Very happy with my first time using it my hair was manageable,4
8112,Should work well as a travel dryer. It is relatively quiet. Has enough power to do the job.,4
8113,"It's pretty big, the chains are really long, but I can fix that with some pliers.",3
8114,"The barrel is larger than 1 1/2"" it is to big for my hair length.",2
8115,"When I received the item it was broke, the bottom fell off. Looks more like a clam without bottom",3
8116,"The heads were not in an original Phillips package so they could have been ""knock-offs"" bt they work OK",4
8117,It got stuck first time I used it and wmtool a while to remove.,2
8118,Very nice stylish looking razor. This razor is very quiet and it cuts close every time without much pressure. I like the contour shape,4
8119,I have acne scars and covers them pretty good not 100% but maybe 85%  i like it. will definitely buy again,5
8120,It is a little bit too short. So it is hard for me to help my kid to use it in his mouth.,3
8121,That is a 5/5 star product right there. Much better cleansing  results than from many other shampoos I have tried.,5
8122,Received very quickly however it doesn't work at all. I tried to secure it to both a tiled surface and a fiberglass surface and neither worked.,1
8123,"Tangles like crazy! but nice color and pretty soft:)
Not shiny at all, looks really natural.",3
8124,Really STICKY. It doesn't go away with ordinary soap.,1
8125,Great product it gives my hair that shiny look I want without a sticky feel. I use the product as a part of my daily routine.,4
8126,"Nice texture, not over oily, light fragrance and the touch of lemon is just right",4
8127,"Meh, a decent but fairly uncomfortable disposable to be perfectly honest I could not recommend it",3
8128,It streaks and looks like crap going on. In order to make it look good you have to put it on perfectly straight.,1
8129,still more expensive than a woman's version but a better bundle price online than a single at the store,4
8130,you get what you pay for...top quality...what a difference using this blush versus the cheaper ones...,5
8131,The intensity of the hot hair is not as good as it could be but otherwise a good value,4
8132,FINALLY got the size I wanted!  THANKS!!  IT IS GREAT!!,4
8133,"do NOT like they way this smells! buy one instead to try it out.
m",1
8134,flat!!!  no arch support at all.  Get Dr Scholl's heavenly arches.,1
8135,"Works well enough, wish it had a timer for 30 min off and 30 on, and bigger capacity",3
8136,Very disappointed that I ordered a 3 pack per the website and I only got one of the sponges!!,1
8137,Have used your curling iron products for years and continue to do so. Thank you.,5
8138,Cheap material... Pearls have both fallen off but I replaced them with super glue and haven't had a problem since.,4
8139,I had a hard time getting these to create a decent hairdo.,3
8140,Description says velcro closure.  Comes with two flimsy metal clips that don't hold anything.  Save your money or spend more and get something better.,1
8141,I really like this product. I splash it on my face in the morning. It smells great!,4
8142,Works as advertised. A little to rough for my gums gave away,4
8143,Does this fit the big Col. Conk soaps?  I need something that will take the big/large size Col. Conk soaps.,3
8144,"It works, a bit too big, like all these devices, it takes time and effort to use properly. Easier than flossing.",4
8145,"No smell and not sticky. Does the job, too.",4
8146,Excellent product. Fast reliable delivery and service. I was pleased.,4
8147,"Product was as described & shipped perfectly. Unfortunately, it didn't fit my husband's Art of Shaving brush so I will be returning.",4
8148,"It does not open wide enough to keep the Quran almost flat open. But, I will still use it.",3
8149,Tubing too short and too rigid could cause waterpik tubing to break or the waterpik to fall and break. Otherwise OK,2
8150,Maybe I'll like it once I figure out how to use it?,3
8151,"It's cool but the chain is weak, VERY WEAK",3
8152,Beautiful and the razor and shaving brush look awesome on the sink.,5
8153,It could help wash the stuff stuck away. But it could not whiten the tooth or wash the old things.,5
8154,They look longer on the picture but are shorter then I thought.,2
8155,Works great! Gave it 4 stars because it does not have a tool for each family member. It has tools for different types of jobs.,4
8156,Fit like a charm with good protection while allowing full functionality.,5
8157,"I ordered the color ""heartbreaker"" and it's more of a brownish color. Staying power is great though.",3
8158,The durag is probably nice asf but I never got it so...,1
8159,It's strong and taste fine but gives me a migraine when I use so I stopped.,2
8160,Love the product! Works well and is highly recommended for any rashes or redness. Really protected my son's bottom!,4
8161,Its the second product i have used that holds my hair.....the other one is not manufactured any more.,4
8162,"Seems like all replacement heads are too expensive. But even at that, these heads made my shaver cut like new. Overall a good purchase.",3
8163,"Does not work. Underarm odor after 2 hrs.
A complete waste of money.",1
8164,especially the container. Thought they were a bit bigger though. And the other display pictures it shows multitible size diamonds.,4
8165,"It's great. Cause skin dryness, hence needs to followed by applying deep moisture like coconut oil/butter.",4
8166,"Smelled like paint, but everything else was as expected for the price!",4
8167,Unit is not securely fassined to the base had to remove felt to tighten terrible :-(,1
8168,Great for hiding your piercing but falls out when your sleep,1
8169,You are better off going with cooled cucumber patch over your eyes.  This product is all about esthetics and lovely smell.,1
8170,Good Product but very expensive. Has helped problems with my eyes as doctor indicated it would.,4
8171,"I applied this in the morning, then around midday only the lip line was left.",3
8172,not as much abrasiveness as other products on the market. Might as well have bought a useless actual pumice stone.,3
8173,it is better than my last electri shaver but not as good as a blade,3
8174,"I like the fact that it's made with naturel ingredients, but the company should do sth about the fenugreek smell. It was giving me headaches",4
8175,I think this stuff really works. When wearing it I reactive more attention than usual. Hooray!,4
8176,These have a good price but the material is pretty thin.  Good for short term use but don't expect years of life.,3
8177,Nice product. Only complaint is that the nozzle sprays in a stream and it spatters a lot.,5
8178,"Smell really good, but don't taste like anything. Nice and silky though, perfect for a massage",4
8179,"He had one for home, needed one for vacation home. He swears by it. Had to have this model.",4
8180,I'm satisfied. I am dark skinned and it's a nice nude on me.,4
8181,"Great product, I just wish the curling iron holes were bigger.",3
8182,This was a gift I gave my daughter and she is very happy with it.,4
8183,Pretty. Elastic is too thick. I cut out the elastic and just use the clasp. Great price.,3
8184,"love the scents, but have no way to identify which is which to reorder",4
8185,Just used it once till now and as of now it is good and I have no complains. So far so good,4
8186,This product caused a burning sensation. I do not recommend this product. Keeping dry should not be at the expense of burning parts!,1
8187,"I don't see any significant change,but help some moisture on my face.",3
8188,i just started to use and its not a full like i expect. it seem like half empty.,3
8189,Great product - I will buy again. Protects against the chlorine,4
8190,I cant really tell if this product is working. It might be better with a little more exfolliant.,3
8191,I love the water pic however the button has got stuck so therefore NOT very happy!,1
8192,Not enough booty for my booty...bottle came half empty.,1
8193,The blades are a good quality and sharp enough for two or three shaves depending on the beard.,4
8194,THIS IS NOT MUSK IT HAS NO SCENT AT ALL AS A MATTER OF FACT IT STINKS PLEASE REPLACE WITH REAL MUSK,1
8195,Love this stuff.  Works great.  Definitely will buy again.,5
8196,I prefer the lavender soap but wanted to try orange too. It's very fresh. Def try lavender if you haven't.,4
8197,This product is awesome. no more razor burn or ingrown hairs. This is usually 20.00 each at the store. ok,5
8198,"This was worthless could do faster and better with a course emeryboard, I am returning it.",1
8199,"Great selection, comes off best when wet. Worked to get us through 4 hours a day of patching for my 5 year old's lazy eye.",5
8200,A bit disappointed with the blade as it gets blunt after 10 hair cuts. Not recommended,2
8201,"Products seemed ""dried out"".  Had to add water to use.  Won't purchase here again.",2
8202,worked great until the handheld part broke off from its hose.  now its worthless.,2
8203,Soothing and refreshing! My teenage granddaughters really like these too! Nice stocking stuffer,5
8204,Guess I am rather dense but cannot get razor clean unless disassemble like cheaper razors.,2
8205,They were not for the right razor.  I can't find the correct ones.  Perhaps they are discontinued.,1
8206,Beware.  It says pack of 6 but I only received 1 pack.  Definitely not worth $19,1
8207,Battery lasts a long time. Does a good job.,5
8208,I was very disappointed when I received the two sets in purchased in cheap plastic bags with no brush bag to be found!!!,1
8209,I've had this wax pot for years and it still works great!! Came with all the supplies needed for at home waxing. Great price,5
8210,Perfect compliment to my red dress for the Flapper party.,5
8211,Just opened the box the metal spokes are bent and broken.  Highly disappointing because it looked beautiful online... would not recommend,1
8212,"I need more of these.  A must have for anyone with allergies to lotion, fragrance",5
8213,Hubby and I are very impressed with this product.  Wished I had bought a waterpik years ago as my teeth might be in better shape,5
8214,"The wife liked it. She said it works fine. Her only complain is, it's too plasticky.",4
8215,Arrived on time. I am pleased with this product.,5
8216,Glad to have this on hand in my medicine cabinet in case I need it. Thank you.,4
8217,The Waterpic quit working after one year.  Bad investment!!!,2
8218,"this shaver does not trim well as it takes many times to trim a small area,& the attachment falls off easily.",3
8219,"this pill made me sick, nausea and headache, the smell is awful. If you pay more I would get stimulair.",1
8220,I use it with my GoPro cameras and I'm able to place my cameras and locations not normally accessible because you have to use a clamp,5
8221,does not stay sharp over limited time of useage - am considering other than Phillips razor for next electric razor purchase,2
8222,"AMAZING!  Great quality, great price, fantastic brushes!",5
8223,"The Jewelry looks kind of cheap, but for the price i guess you can't beat it.",3
8224,"It couldn't shave smoothly, and once left my skin bleeding...The batteries were used up after only three times. Don't buy",1
8225,"Works great, just needed to get used to turning the tip rather than having to twist my arm a little.",5
8226,I feel like it doesn't get you 100% clean unless you wash twice and the freshness wears off sooner than with other brands,3
8227,The battery life on this thing sucks. I have to charge it 3 times just to get in one full shave down there.,1
8228,"Doesnt help, purchases to help a blister and it makes no difference even after a week. Not recommended.",1
8229,The soap smells really nice upon opening it and does a really good job of keeping lady parts clean and fresh throughout the day,4
8230,Vitamin C cream is the bomb. It really works on my 3rd jar already. You can feel it working on you skin especially the forehead.,5
8231,"Easy to use, gets teeth really clean. First water pick that I did not spend 20 cleaning up after use.",5
8232,"I really like this caps, they keep your hair moisturized and don't strip it of its oils.  It is a good buy.",5
8233,It performed well but caused my tongue and mouth to burn after using.,2
8234,This really helps you digest your food better Worth a try!,4
8235,We reorder product.  Been using rejuvenate potent Jamaica castor oil now for a few weeks and I see good results,4
8236,CRAZY RAZOR BURN! I had to sleep in leggings for 3 nights because the sheets touching my razor burned legs was so painful...,1
8237,This item is created for a child size hand.  Very disappointed in the size of the item.,1
8238,Purchased these for a Kentucky Derby party and it was perfect.,4
8239,Nice and light. Only wish the inside didn't have corners and was more bowl like,5
8240,"I'm using tap water for drinking and cooking, but water tastes much better since I started this device.",4
8241,Too soon to tell for fungus seems very effective at keeping things dry.,4
8242,Fragrance is strong without being overpowering.  Good quality Rosewater.  Will purchase again.,5
8243,They are usable but probably the worst I've used over the past two years with my razor.,2
8244,LOVE this soap.  Used in my homemade laundry soap.  Getting ready to use in other homemade home cleaning items as well.  Excellent and natural product.,5
8245,It was a little to chinsey for my taste...but fairly priced for the quality.,2
8246,Came in quicker than expected but there's not 3000 gems in here! But for the price it was so worth it ! Id buy again(:,4
8247,"I  love this ring. It fits perfectly.
Paulina.",4
8248,The closure is a button that was not securely sewn on. Other than that it was ok for the price.,3
8249,"It works very well at blister prevention in long runs. I have used other lubes but prefer this one.
Highly recommend it.",5
8250,Just started using Aveda products and I have to say they are great!,5
8251,"Best thing you can do for your teeth and gums, is clean between, and this waterpik is awesome.  Many attachments and works great.",5
8252,I hated this product.  It is thick and melts off your face in warm weather,1
8253,It's definitely no false lashes but it really makes a difference! I use it every day- and the more you apply the better!,5
8254,I would have liked if the lining was a light color.  Its hard to see the products with a dark lining.  I returned the item,1
8255,These were for my daugter for her cos play out fit of Ceil on black butler Anamie. She liked the & they came in a timeloy manner.,4
8256,"So watered down, I didn't feel like it was actually shampoo. I tried twice then threw it away.",1
8257,"Smelled nice, but the sprayer didn't work well.",4
8258,"Does a fair job but to it's credit, does not nick my sensitive ""manly"" area.",3
8259,I have been using aquaphor for my little ones for years now. I love it for everything and the best price is on Amazon!,5
8260,Great color.  Wish it came with a shake cap so it wasn't all exposed.  One drop and you will have a huge mess.,4
8261,Color started to come off and I had to bend the metal piece because it dug into my lip. It's sort your money though.,3
8262,"Don't like the smell, it's very strong and unpleasant",1
8263,Not worth money...use any gloss will work same!,1
8264,The powder works ok for a few hours. probably should have went with a scent.,3
8265,Product is pretty good for the cost. The consistancy is a little off but seems to be doing well so far.,4
8266,"It was annoying. Itchy, and total waste of money",1
8267,It does the job I guess. Not the best.,4
8268,This a VERY very gross product!  I have nnnno idea what's in it.  But. I. Don't. Want. To know!,1
8269,I didn't care for these studs. The stones were not shiny and I found that the stones easily fell out.,3
8270,Bought to protect my hands against sun damage. Soft and comfortable to wear.,4
8271,Received quickly. Not an overly aggressive blade so great for beginner or sensitive face. Great price.,4
8272,They are easy to use and you see the results with just a few applications.,4
8273,My husband likes this product. Can't find in our area so always order from Amazon.,4
8274,Good for use dry before a shower or in the shower. Arrived promptly.,4
8275,It's really good I see a difference in my skin starting to tone out my less dimples,4
8276,They were not very sharp but will do the job.,3
8277,It's okay but rarely used. I rub coconut oil on me instead.,3
8278,"I always wondered how my doctor maintained that ""I just shaved yesterday"" look, now I know.",4
8279,Really oily feeling and hard to remove from skin. Not sure I'd buy it again.,2
8280,No seal on bottle. Extremely runny. Like water. Seams tampered with.,1
8281,"I am a first time user, The shave is close enough.

It takes only few minutes to shave.",4
8282,"they got here, they fit, I had to clip some strings off but who doesn't? LOVE EM. Would buy em again.",5
8283,"A very good Vit C gel.  Goes on so smoothly.  To soon to
see all the benefits",4
8284,"The color was a little too light for me, but still looks nice",4
8285,"I find this deodorant cool in odour and very effective and long lasting ,

C'est vident pour utilise cette dodorant .
Merci",4
8286,Did not live up to claims.  I saw no change at all and I used it faithfully.,2
8287,Came very quick. They don't adhere if your sweating.,3
8288,"I ordered this to try since I've seen it all over Pinterest.  Meh, it's okay.  I wouldn't order it again though.",3
8289,Ok...not overly impressive but functional. Price was right.,3
8290,"Did not work, felt like actually tape but no hair came off at all, save your self the $7 and the frustration",1
8291,brush was way too hard.....I thought they looked flexible.,2
8292,The glue does not stick to even poly. It is not good quality.,1
8293,it works fine. takes some time to get used to. not close enough to my point of view.,4
8294,Such lovely little rings...wear one or two or all at one time...love them,4
8295,"Needs to be replaced every 18 months. Not available in stores. Only newer models of this shaver have replacement.
Please keep in stock!!",4
8296,"Manic Panic, amazing hair dyes and Electric Lizard is one of my favorites",5
8297,these are so awesome and worth the money !!!,5
8298,"I bought these for my favorite shoes that I wear a few times a week, and after about 3 months, these were worn through.",3
8299,Great waterpik.  It does everything it claims and I'm extremely satisfied with this product.,5
8300,"I wore it today, it's pretty cute, but probably won't last long",3
8301,Only have had for a month and the elastic is already unraveling.,1
8302,"Tried it, along with Keratin , for two months with no result.
Don't recumbent it, sorry",2
8303,Smells terrible and I haven't noticed any changes in the hair growth of my edges.,1
8304,"I love bling in my nails, especially color ones so these were perfect, I could be very creative now with all these colors.",4
8305,"Worst purchase so far. When I plugged it in, it did not heat up.",1
8306,"Nice clean little bag of wax pastilles.  Melted really nicely over low heat, made great lotion.  Nice and clean!",5
8307,"horrible description on the item, i felt totally mislead.",1
8308,I have owned Norelcos for years and have not been disappointed in this recent purchase. A good close shave and long lasting battery power.,4
8309,Wife said it is just ok. Some other less expensive products are better.,3
8310,Not quite small enough for two of them to fit in my light.,4
8311,The wig is petite or small. Did not fit a 18 year old head with short hair,2
8312,Excellent waterpik. Updated design that is very easy to use. Would recommend this to anyone who wishes a super clean mouth!,5
8313,"Very good shampoo. I love it. One drop washes the entire hair, it feels soft and lather very well.",5
8314,This was just ok. I was not really impressed!,3
8315,I got this for my brother for Christmas and he said it didn't get a really close shave under his jaw area.,2
8316,Not as dark as I thought. Still kind of bright I could actually read  A book through the lenses on these glasses.,3
8317,"""Smooth"" means less razor whipping, made for sliding and hooking.. Sharpness gives clear tactile feedback, and good for 4-5 shaves.",4
8318,Great product... Will last a long time.. Will order from this seller again and again,5
8319,"The bottom was red so I used it. It didn't work for my baby, it caused more severe rash.",1
8320,Bought this years and years ago. Still kickin'!,5
8321,"Makes your skin very soft.
But cloth is very rough!",3
8322,have used bic3 for years and expect these to be as good,4
8323,I like that this set almost everything...but the set had a strong smell...had to was more than once before i used them.,3
8324,"I loved it in the beginning, but I've had it less than a year, and it no longer works!",3
8325,Strips are not like the whitener strips. They're super tiny. Not at all what I expected. But they do help a lot with sensitivity.,3
8326,The stone fell off in shipping but I will glue them back on with e6000.,3
8327,product to almost 2 months to receive - and it wasn't a great quality would not recommend it,2
8328,Doesn't break or shred. No awful sent or taste. Easy to get between tight teeth and gums. Does its job well,5
8329,This works very well with implants and crowns and has made the dentist visit much more fun.  Definitely recommend this product.,5
8330,Cheap packaging. Must assemble yourself. Had black marks on them when arrived. Positive side: Great bright color. Durable goggles. Work well.,3
8331,Cant say it made enough of an impact on my skin because I never bought it again. When I feel a product works I usually repeat it.,3
8332,Meets my needs. But the price has increased so much.,3
8333,"I thought I was getting different color hoops,  yet I got all silver and broken hoops. Horrible product, Very disappointed.",1
8334,Not very happy with it.  It won't stay clipped to my sweater.,1
8335,"Works great on wet hair, you will not want to nuse it on dry hair.",4
8336,This cape is so cheap. It barely covers the back. Hair sticks to it and does not come off unless washed.,1
8337,Very nice and easy to wear.  One problem is that it can snag easily if you are not careful.,4
8338,My husband likes this a lot when he got it as birthday gift. I would recomend it to other friends as well!,4
8339,"The ONLY thing, I was a little disappointed that the reservoir does not hold as much water as I would like.",4
8340,"It's not completely clear, but these are OEM.  They fit and work perfectly and are fairly priced here.  Thank you!",5
8341,"Still using this product and doing great, haven't had any problems with it yet. Hope it last as long as the other one.",4
8342,Neem Concertrated Cream provides ample moisture for dry skin which lasts for an adequate amount of time.  The cream has an unpleasant  smell which seems very medicinal.,3
8343,I brought this as a gift. It smells great. I love the price!,5
8344,because i couldn't get borderland  game of the year serial key.  but other than that.. the rest was fantastic..fun game.,4
8345,Cute but very tiny and the face is not dimensional. It's a dog but not obvious as a chihuahua.,3
8346,"milky and has that definite Japense ""what is that smell?"" smell.",4
8347,I am very pleased with my waterpik.  If I could change anything I would change the pressure just a little.  Easy to store.,4
8348,"This product is wonderful for keeping the house smwlling fresh.
Thanks",5
8349,It was broken when it got here. The color is nice.,2
8350,My original brush lasted many years.  It's clear this one will be lucky to last a couple of months.,2
8351,Love this product so much... very close to expiration date. Only negative FYI about my product.,2
8352,Very sturdy and sassy but huge! They are 2.5 inches from the clasp to the base of the oval. I sent them back,3
8353,"Exactly what you'd expect from pure beeswax. No detectable odor, good melting pointthis stuff was a pleasure to work with.",5
8354,Got it very cheap when the deal was going on. Liked it. Doesn't felt a lot better than my Mach3.,3
8355,Makes your hair feel awful and dangled and very dry.,1
8356,"It's hard to hide the bands in my hair and the tape irritates my skin.
It's just not something that I would use again.",3
8357,Not very powerful....wish I'd have gotten a Dremel tool instead.,2
8358,it is ok this item .not very special. same price  at walmart.,4
8359,I like these because they don't bind and restrict as much as the toe tapes. But I wish they didn't stretch so much,3
8360,This is easily absorbable and I hope tightens up my face.,4
8361,threw them away . . . soooooo cheap !!!,1
8362,It gave me a razor burn sooooooooooooooo bad my girlfriend asked if Satan grabbed my face!,1
8363,"My face feels tight and it does help diminish the wrinkles, however as soon as I put moisturizer on it begins to peel off.",2
8364,"I was in a panic because I had used this for years on my lower dentures. Glad I found it, but was way over priced!",5
8365,They are way to big .don't like it at all,1
8366,Great polishes but they do not stamp very well in opacity or over dark colours,2
8367,I didn't love this. It's ok but I wouldn't buy it again.,3
8368,It smells amazing but doesn't make suds like Dr. Bronnner's castile soap. I won't buy again.,3
8369,"got it last week and only used it less than 6 times, the button on the handle now stuck and will not work..junk!!!!",1
8370,This box will last forever.  Excellent shave and highly economical buy.,4
8371,Didn't see a difference in my skin actually it just burned... My skin made it dry and chapped.,1
8372,"Shaves well.  Not as sharp as Feather brand.  But, I don't have as many nicks and cuts, either.",4
8373,Because they broke as soon as i put them on.,1
8374,"Great unique necklace for the price.  Bright gold, flexible, and magnet is adequate for its purpose.  Would recommend to a friend.",4
8375,"Doesn't cover very well - I assume that like most one-step-wonders, you need the spot concealer that they seem to mention only at the end.",3
8376,Cute headband. Am disappointed as the material has already separated from the headband base. I have only worn it a few times.,3
8377,I could not use it by myself at all. Once I got it in it showed. It was hard to take my hair back out of.,2
8378,"PROS - These are wonderful colors, Cheap
Cons- Uncomfortable between my toes.",3
8379,"This product is great. It works wonderfully with all the parts and everything. Perfect, thank you amazon!",4
8380,Like it. The packaging of this product should be better in the near future to make it more appealing to customers.,4
8381,I purchased this item for my teenager; who has braces. She loves the feel of the Water Pik. She says it massages her gums.,4
8382,"I highly recomende using the Waterpick for oral care. Would not beleve what you miss just brushing your teeth.
Love it.",5
8383,wasn't real clear on size ! Picture made it look like the big bottle . to expensive !,1
8384,Love that cooling effect it causes and it's so smooth and leaves you feeling clean.,4
8385,"So watered down, I didn't feel like it was actually shampoo. I tried twice then threw it away.",1
8386,"This is some Great  stuff,  only  sold online now. I will be buying  every bottle",5
8387,Havent needed to use yet.  But it is the solution for my new braun shaver and it keeps it clean and lubricated automatically.  I like that.,4
8388,"Didn,t work for me. used it for three weeks.trash can it",2
8389,"Smells great and works!!
With us having 3 school aged girls I will be keeping plenty on hand during the school year!!!",5
8390,"So much prettier in person, which I didn't expect. Seems well made and doesn't wobble. Will get one or two more.",5
8391,This ddnt work for me. Used morning and night as a moisturizer but no change. Glad it made a difference to some. Not on me.,1
8392,This product is so strong I can use it again.,1
8393,Very nice lotion just wish the apricot scent was a teeny bit stronger.  But overall it feels very nice on my skin,4
8394,I absolutely love the smell of this benzoin.  I am very happy with the value and will definitely be reordering.,5
8395,"One of the feet was bent in and my husband had to straighten it, but other than that it's been fine.",4
8396,"Be careful, it is very strong and made me feel nauseated.  Not sure what I can do to dilute it without changing the scent.",3
8397,The new formula does not go on as smooth as the previous formula.,2
8398,I wanted to hang it from my lanyard but the hardware did not hold up and I lost the pen.,1
8399,Nice design. A little awkward with trying to keep water under control in mouth while under higher pressure. But use at mid=level pressure is good,4
8400,I thought this was going to be a very good kit but it is missing some things yet the price is really good for starters such as me.,4
8401,This is a good moisturizer but there are many good moisturizers out there for much less money.  One and done.,2
8402,LOVE this color. Super smooth. I'll be buying this again. :),4
8403,"The new waterpik arrived in fine fashion, and my wife loves it even more than the last one.  What more can I say?",5
8404,"I still prefer my regular curling iron, although this is fine for a quick touch up.",3
8405,"Product arrived damaged with bottle empty.  Two bottles were fine, but I want a refund for the third.",1
8406,Wow. Love this and my hubby loves using it as a beard trimmer too.  Great product.,5
8407,It's not good product @all just waste of money  ! The shipment is fast & ok!,1
8408,This a very sharp blade and keeps the cut real smooth... I really enjoy using these razor blades a lot.,4
8409,These don't seem to be the same as the last I purchased....  Maybe not as sharp.,3
8410,Really good blades. I like them so far. Works very well with Merkur shavers.,4
